title,genres,user_count,rating_avg,user_age_avg
Mystery Men (1999),"Action, Adventure, Comedy",853,3.01,24.98
Mystery Science Theater 3000: The Movie (1996),"Comedy, Sci-Fi",456,3.68,26.22
Mystery Train (1989),"Comedy, Crime, Drama",188,3.88,29.77
"Mystery, Alaska (1999)",Comedy,287,3.44,27.72
"Myth of Fingerprints, The (1997)","Comedy, Drama",50,3.0,28.98
Ménage (Tenue de soirée) (1986),"Comedy, Drama",1,2.0,18.0
Nadine (1987),Comedy,55,2.84,30.85
Nadja (1994),Drama,26,3.35,26.08
Naked (1993),Drama,94,3.61,29.12
"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy,431,3.09,26.62
Naked Gun 33 1/3: The Final Insult (1994),Comedy,412,2.9,27.8
"Naked Gun: From the Files of Police Squad!, The (1988)",Comedy,692,3.68,28.24
"Naked Man, The (1998)",Drama,2,2.0,26.5
Naked in New York (1994),"Comedy, Romance",13,2.92,33.77
"Name of the Rose, The (1986)",Mystery,324,3.9,33.12
Napoleon and Samantha (1972),Adventure,2,3.0,40.0
Nashville (1975),"Drama, Musical",325,3.92,37.86
National Lampoon's Senior Trip (1995),Comedy,49,2.45,22.27
Native Son (1986),Drama,24,3.38,30.12
Natural Born Killers (1994),"Action, Thriller",700,3.14,27.82
"Natural, The (1984)",Drama,548,3.83,31.18
"Navigator: A Mediaeval Odyssey, The (1988)","Adventure, Fantasy, Sci-Fi",110,3.56,34.19
Near Dark (1987),"Comedy, Horror",148,3.71,29.57
Needful Things (1993),"Drama, Horror",242,2.94,27.93
"Negotiator, The (1998)","Action, Thriller",799,3.61,27.91
Nekromantik (1987),"Comedy, Horror",11,2.18,30.91
Nell (1994),Drama,215,3.22,29.08
Nelly & Monsieur Arnaud (1995),Drama,20,3.6,38.85
Nemesis 2: Nebula (1995),"Action, Sci-Fi, Thriller",1,3.0,35.0
"Neon Bible, The (1995)",Drama,2,2.5,37.5
"Net, The (1995)","Sci-Fi, Thriller",569,2.87,27.49
Network (1976),"Comedy, Drama",688,4.02,35.02
Never Been Kissed (1999),"Comedy, Romance",624,3.17,25.24
Never Cry Wolf (1983),Drama,212,3.98,33.22
Never Met Picasso (1996),Romance,1,2.0,25.0
Never Talk to Strangers (1995),Thriller,29,2.55,24.9
"NeverEnding Story II: The Next Chapter, The (1990)","Adventure, Children's, Fantasy",177,2.41,24.32
"NeverEnding Story III, The (1994)","Adventure, Children's, Fantasy",99,1.99,24.57
"NeverEnding Story, The (1984)","Adventure, Children's, Fantasy",699,3.61,26.43
"New Age, The (1994)",Drama,13,3.69,35.85
New Jersey Drive (1995),"Crime, Drama",18,3.0,26.22
New Rose Hotel (1998),"Action, Drama",12,2.5,24.42
Newsies (1992),"Children's, Musical",93,3.13,24.55
"Newton Boys, The (1998)","Crime, Drama",119,3.03,27.92
"Next Best Thing, The (2000)","Comedy, Drama",160,2.33,24.66
Next Friday (1999),Comedy,168,2.6,21.95
"Next Karate Kid, The (1994)","Action, Children's",155,1.94,25.85
"Next Stop, Wonderland (1998)","Comedy, Drama, Romance",196,3.69,30.96
Niagara (1953),"Drama, Thriller",52,3.5,39.42
"Niagara, Niagara (1997)",Drama,13,3.69,27.0
Nick of Time (1995),"Action, Thriller",229,3.07,27.42
Nico Icon (1995),Documentary,34,3.76,28.53
Night Falls on Manhattan (1997),"Crime, Drama",76,3.14,30.5
Night Flier (1997),Horror,47,2.64,29.19
"Night Porter, The (Il Portiere di notte) (1974)",Drama,21,3.52,35.62
Night Shift (1982),Comedy,294,3.47,31.52
Night Tide (1961),Drama,1,2.0,18.0
"Night at the Roxbury, A (1998)",Comedy,144,2.38,24.19
Night of the Comet (1984),"Action, Horror, Sci-Fi",281,3.1,30.65
Night of the Creeps (1986),"Comedy, Horror, Sci-Fi",65,2.55,30.86
Night of the Living Dead (1968),"Horror, Sci-Fi",715,3.67,31.54
Night on Earth (1991),"Comedy, Drama",194,3.75,29.99
"Night to Remember, A (1958)","Action, Drama",144,3.88,38.74
Nighthawks (1981),"Action, Drama",190,3.27,32.81
"Nightmare Before Christmas, The (1993)","Children's, Comedy, Musical",996,3.72,26.39
"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror,268,2.64,27.11
"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror,242,2.24,27.9
"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror,200,2.0,26.9
"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)",Horror,274,2.32,27.97
"Nightmare on Elm Street, A (1984)",Horror,451,3.49,26.75
Nightmares (1983),Horror,10,2.3,32.4
Nights of Cabiria (Le Notti di Cabiria) (1957),Drama,111,4.21,32.9
Nightwatch (1997),"Horror, Thriller",77,2.96,27.6
Nikita (La Femme Nikita) (1990),Thriller,733,4.01,31.21
Nil By Mouth (1997),Drama,20,3.25,32.2
Nina Takes a Lover (1994),"Comedy, Romance",21,2.9,32.95
Nine 1/2 Weeks (1986),Drama,237,3.08,31.22
Nine Months (1995),Comedy,211,2.76,25.2
Nineteen Eighty-Four (1984),"Drama, Sci-Fi",278,3.72,31.48
Ninotchka (1939),"Comedy, Romance",132,4.08,36.74
"Ninth Gate, The (2000)",Thriller,298,2.88,26.01
Nixon (1995),Drama,153,3.54,29.73
No Escape (1994),"Action, Sci-Fi",178,2.96,27.42
No Looking Back (1998),"Comedy, Drama, Romance",12,3.0,25.17
No Mercy (1986),"Action, Thriller",61,3.02,34.72
No Small Affair (1984),"Comedy, Romance",17,2.94,27.12
No Way Out (1987),Thriller,355,3.87,31.65
Nobody Loves Me (Keiner liebt mich) (1994),"Comedy, Drama",12,3.58,25.17
Nobody's Fool (1994),Drama,233,3.65,32.82
Normal Life (1996),"Crime, Drama",35,2.91,29.29
North (1994),Comedy,69,2.49,24.43
North Dallas Forty (1979),"Comedy, Drama",167,3.37,36.23
North by Northwest (1959),"Drama, Thriller",1315,4.38,33.31
"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,238,3.99,29.34
Nosferatu a Venezia (1986),Horror,14,3.07,30.0
Not One Less (Yi ge dou bu neng shao) (1999),Drama,52,3.77,33.96
Nothing But Trouble (1991),"Adventure, Comedy",83,2.0,25.27
Nothing in Common (1986),Comedy,110,3.07,30.55
Nothing to Lose (1994),Drama,44,3.39,24.02
Notorious (1946),"Film-Noir, Romance, Thriller",445,4.29,33.64
Notting Hill (1999),"Comedy, Romance",780,3.66,29.57
Now and Then (1995),Drama,61,2.93,22.98
Nowhere (1997),Drama,31,3.23,24.9
Nueba Yol (1995),"Comedy, Drama",1,1.0,35.0
Number Seventeen (1932),Thriller,1,3.0,50.0
Nurse Betty (2000),"Comedy, Thriller",559,3.5,30.53
Nutty Professor II: The Klumps (2000),Comedy,248,2.64,25.43
"Nutty Professor, The (1963)",Comedy,222,3.15,32.52
"Nutty Professor, The (1996)","Comedy, Fantasy, Romance, Sci-Fi",948,3.0,27.12
Nénette et Boni (1996),Drama,5,4.2,22.2
"Object of My Affection, The (1998)","Comedy, Romance",211,3.19,26.48
October Sky (1999),Drama,588,4.14,30.67
"Odd Couple II, The (1998)",Comedy,64,2.69,29.23
"Odd Couple, The (1968)",Comedy,389,4.03,35.48
"Odessa File, The (1974)",Thriller,78,3.67,40.01
Of Human Bondage (1934),Drama,58,3.74,38.19
Of Mice and Men (1992),Drama,328,3.85,27.93
Office Killer (1997),Thriller,13,3.0,24.92
Office Space (1999),"Comedy, Romance",872,3.82,24.58
"Official Story, The (La Historia Oficial) (1985)",Drama,38,3.76,36.45
"Ogre, The (Der Unhold) (1996)",Drama,4,3.25,31.25
"Old Man and the Sea, The (1958)","Adventure, Drama",131,3.78,38.73
Old Yeller (1957),"Children's, Drama",301,3.7,30.53
Oliver & Company (1988),"Animation, Children's",144,3.04,23.29
Oliver! (1968),Musical,213,3.69,33.12
"Omega Code, The (1999)",Action,72,2.03,25.49
"Omega Man, The (1971)",Sci-Fi,224,3.54,33.94
"Omen, The (1976)",Horror,409,3.62,30.93
On Any Sunday (1971),Documentary,9,3.44,34.11
On Golden Pond (1981),Drama,405,3.74,34.23
On Her Majesty's Secret Service (1969),Action,353,3.46,32.56
On Our Merry Way (1948),"Comedy, Drama",6,2.83,32.5
On the Beach (1959),Drama,95,3.95,41.67
On the Ropes (1999),Documentary,14,3.93,36.43
On the Town (1949),Musical,169,3.94,37.37
On the Waterfront (1954),"Crime, Drama",519,4.27,34.87
Once Upon a Time in America (1984),"Crime, Drama, Thriller",241,3.86,33.66
Once Upon a Time in the West (1969),Western,173,4.02,36.36
Once Upon a Time... When We Were Colored (1995),Drama,33,3.7,35.42
Once Were Warriors (1994),"Crime, Drama",168,3.92,32.54
One Crazy Summer (1986),Comedy,161,3.33,24.65
One False Move (1991),Thriller,148,3.96,31.99
One Fine Day (1996),"Drama, Romance",226,3.31,27.63
One Flew Over the Cuckoo's Nest (1975),Drama,1725,4.39,32.28
One Little Indian (1973),"Comedy, Drama, Western",1,5.0,18.0
One Magic Christmas (1985),"Drama, Fantasy",29,3.55,30.41
One Man's Hero (1999),"Drama, War",1,2.0,18.0
One Night Stand (1997),Drama,39,2.54,29.41
One Tough Cop (1998),"Action, Drama",38,2.63,32.42
One True Thing (1998),Drama,112,3.46,29.93
Onegin (1999),Drama,19,3.47,28.89
Only Angels Have Wings (1939),Drama,33,3.91,39.18
Only You (1994),"Comedy, Romance",158,3.34,28.85
Open Season (1996),Comedy,1,3.0,1.0
Open Your Eyes (Abre los ojos) (1997),"Drama, Romance, Sci-Fi",62,3.95,29.89
Operation Condor (Feiying gaiwak) (1990),"Action, Adventure, Comedy",164,3.46,25.39
Operation Condor 2 (Longxiong hudi) (1990),"Action, Adventure, Comedy",72,3.46,26.61
Operation Dumbo Drop (1995),"Action, Adventure, Comedy, War",213,2.28,27.93
"Opportunists, The (1999)",Crime,16,3.19,31.25
"Opposite of Sex, The (1998)","Comedy, Drama",608,3.69,28.15
Ordinary People (1980),Drama,507,3.99,34.43
Orgazmo (1997),Comedy,119,3.13,22.8
Original Gangstas (1996),Crime,6,2.83,30.17
"Original Kings of Comedy, The (2000)","Comedy, Documentary",147,3.23,26.93
Orlando (1993),Drama,114,3.49,30.19
Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),"Drama, Romance",91,3.52,31.52
Otello (1986),Drama,38,3.68,35.0
Othello (1952),Drama,41,3.95,32.66
Othello (1995),Drama,100,3.53,25.97
"Other Side of Sunday, The (Søndagsengler) (1996)","Comedy, Drama",16,3.19,33.88
"Other Sister, The (1999)","Comedy, Drama, Romance",163,3.34,29.31
Our Town (1940),Drama,49,3.86,37.14
Out of Africa (1985),"Drama, Romance",626,3.65,35.54
Out of Sight (1998),"Action, Crime, Romance",908,3.8,27.27
Out of the Past (1947),Film-Noir,106,4.15,34.75
Out to Sea (1997),Comedy,59,2.85,29.22
"Out-of-Towners, The (1999)",Comedy,199,2.67,27.95
Outbreak (1995),"Action, Drama, Thriller",733,3.27,28.11
"Outlaw Josey Wales, The (1976)",Western,365,4.04,33.84
"Outlaw, The (1943)",Western,23,3.26,50.04
Outrageous Fortune (1987),"Comedy, Mystery",185,2.96,32.35
Outside Ozona (1998),"Drama, Thriller",1,4.0,25.0
Outside Providence (1999),Comedy,163,3.29,25.31
"Outsiders, The (1983)",Drama,256,3.69,26.04
Overnight Delivery (1996),Romance,20,2.5,23.15
Oxygen (1999),Thriller,6,3.67,28.0
Pacific Heights (1990),Thriller,447,3.26,31.09
"Pagemaster, The (1994)","Action, Adventure, Animation, Children's, Fantasy",135,2.7,23.81
"Pajama Game, The (1957)",Comedy,67,3.52,37.97
Pajama Party (1964),Comedy,26,2.92,40.46
Pal Joey (1957),"Comedy, Musical, Romance",72,3.35,43.6
Pale Rider (1985),Western,312,3.77,34.04
"Pallbearer, The (1996)",Comedy,79,2.41,26.29
"Palm Beach Story, The (1942)",Comedy,104,4.29,37.61
Palmetto (1998),"Film-Noir, Mystery, Thriller",220,2.93,31.86
Palookaville (1996),"Action, Drama",35,3.43,27.97
Pandora and the Flying Dutchman (1951),Drama,6,3.67,48.83
Panther (1995),Drama,28,3.11,21.11
"Paper Chase, The (1973)",Drama,289,3.84,37.88
"Paper, The (1994)","Comedy, Drama",212,3.18,29.75
Papillon (1973),Drama,325,4.07,35.78
"Paradine Case, The (1947)",Drama,20,3.4,34.35
Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,159,4.21,28.4
Paradise Road (1997),"Drama, War",42,3.33,34.19
"Paralyzing Fear: The Story of Polio in America, A (1998)",Documentary,2,3.5,34.0
Parasite (1982),"Horror, Sci-Fi",24,2.38,34.42
"Parent Trap, The (1961)","Children's, Drama",258,3.57,27.91
"Parent Trap, The (1998)","Children's, Drama",268,3.28,27.16
Parenthood (1989),"Comedy, Drama",811,3.77,28.58
Paris Is Burning (1990),Documentary,105,4.03,32.81
Paris Was a Woman (1995),Documentary,3,2.33,38.33
"Paris, France (1993)",Comedy,5,3.0,37.4
"Paris, Texas (1984)",Drama,121,3.79,33.7
Party Girl (1995),Comedy,105,3.24,26.38
Passion Fish (1992),Drama,147,3.66,34.4
Passion in the Desert (1998),"Adventure, Drama",10,3.2,30.9
Passion of Mind (1999),"Romance, Thriller",28,2.75,31.61
Patch Adams (1998),"Comedy, Drama",474,3.14,27.95
Pather Panchali (1955),Drama,47,4.4,31.26
Paths of Glory (1957),"Drama, War",230,4.47,34.63
Patriot Games (1992),"Action, Thriller",1052,3.75,30.12
"Patriot, The (2000)","Action, Drama, War",1240,3.75,28.82
Patton (1970),"Drama, War",645,4.27,33.9
Paulie (1998),"Adventure, Children's, Comedy",168,2.89,28.19
"Pawnbroker, The (1965)",Drama,156,4.2,46.28
Payback (1999),"Action, Thriller",773,3.51,27.23
"Peacemaker, The (1997)","Action, Thriller, War",395,3.09,28.37
Peanuts - Die Bank zahlt alles (1996),Comedy,3,2.0,22.67
Pecker (1998),"Comedy, Drama",316,3.52,27.03
Pee-wee's Big Adventure (1985),Comedy,861,3.41,27.63
Peeping Tom (1960),"Drama, Horror, Thriller",85,3.86,30.66
Peggy Sue Got Married (1986),"Comedy, Romance",506,3.28,31.77
"Pelican Brief, The (1993)",Thriller,346,3.27,29.99
Penitentiary II (1982),Drama,4,2.0,36.25
Penny Serenade (1941),"Drama, Romance",40,3.55,39.58
"People vs. Larry Flynt, The (1996)",Drama,456,3.58,27.14
"Perez Family, The (1995)","Comedy, Romance",42,3.1,35.31
Perfect Blue (1997),"Animation, Mystery",41,3.93,21.98
"Perfect Candidate, A (1996)",Documentary,33,3.73,32.61
"Perfect Murder, A (1998)","Mystery, Thriller",401,3.37,28.76
"Perfect Storm, The (2000)","Action, Adventure, Thriller",1013,3.35,29.29
"Perfect World, A (1993)","Action, Drama",308,3.52,27.28
"Perils of Pauline, The (1947)",Comedy,25,3.4,38.08
Permanent Midnight (1998),Drama,76,3.29,24.3
Persuasion (1995),Romance,179,4.06,32.75
"Pest, The (1997)",Comedy,64,2.36,24.09
Pet Sematary (1989),Horror,305,2.96,26.3
Pet Sematary II (1992),Horror,116,2.06,26.36
Pete's Dragon (1977),"Adventure, Animation, Children's, Musical",323,3.08,26.56
Peter Pan (1953),"Animation, Children's, Fantasy, Musical",594,3.66,28.29
Peter's Friends (1992),"Comedy, Drama",118,3.09,30.01
Phantasm (1979),"Horror, Sci-Fi",330,3.2,30.52
Phantasm II (1988),Horror,89,2.89,28.89
Phantasm III: Lord of the Dead (1994),Horror,42,2.62,27.6
Phantasm IV: Oblivion (1998),Horror,47,2.64,27.11
"Phantom of the Opera, The (1943)","Drama, Thriller",112,3.72,37.93
"Phantom, The (1996)",Adventure,123,2.79,28.5
Phantoms (1998),Horror,77,2.43,24.03
Phat Beach (1996),Comedy,4,2.0,19.75
Phenomenon (1996),"Drama, Romance",427,3.5,28.3
Philadelphia (1993),Drama,561,3.89,28.87
"Philadelphia Story, The (1940)","Comedy, Romance",582,4.3,34.42
Pi (1998),"Sci-Fi, Thriller",613,3.79,27.07
"Piano, The (1993)","Drama, Romance",608,3.67,31.79
Picnic (1955),Drama,81,3.68,39.14
Picnic at Hanging Rock (1975),"Drama, Mystery",167,3.83,36.66
Picture Bride (1995),"Drama, Romance",43,3.3,35.33
Picture Perfect (1997),"Comedy, Romance",162,2.86,26.06
Pie in the Sky (1995),"Comedy, Romance",13,3.31,25.69
"Pillow Book, The (1995)","Drama, Romance",138,3.48,29.13
Pink Flamingos (1972),Comedy,158,3.24,32.35
Pink Floyd - The Wall (1982),"Drama, Musical, War",387,3.64,26.77
Pinocchio (1940),"Animation, Children's",498,3.75,28.01
Piranha (1978),"Horror, Sci-Fi",161,2.35,30.15
Pit and the Pendulum (1961),Horror,107,3.5,34.77
Pitch Black (2000),"Action, Sci-Fi",542,3.3,26.11
"Place in the Sun, A (1951)","Drama, Romance",134,3.96,35.19
Places in the Heart (1984),Drama,213,3.7,34.75
Plan 9 from Outer Space (1958),"Horror, Sci-Fi",249,2.63,30.8
Planet of the Apes (1968),"Action, Sci-Fi",1162,3.71,31.3
Platoon (1986),"Drama, War",1143,4.09,30.25
Play it to the Bone (1999),"Comedy, Drama",70,2.2,24.87
"Player's Club, The (1998)","Action, Drama",33,2.67,25.3
"Player, The (1992)","Comedy, Drama",978,3.96,31.27
Playing God (1997),"Crime, Thriller",90,2.88,27.2
Playing by Heart (1998),"Drama, Romance",126,3.6,27.95
Pleasantville (1998),Comedy,1158,3.7,28.0
Plenty (1985),Drama,31,2.84,36.84
Plunkett & MaCleane (1999),"Action, Drama",42,2.88,26.38
Pocahontas (1995),"Animation, Children's, Musical, Romance",382,2.98,26.1
Poetic Justice (1993),Drama,42,2.4,25.36
Poison (1991),Drama,32,3.19,29.81
Poison Ivy (1992),Thriller,139,2.72,26.95
Poison Ivy II (1995),Thriller,48,2.21,25.42
Poison Ivy: New Seduction (1997),Thriller,60,2.5,26.65
Pokémon the Movie 2000 (2000),"Animation, Children's",100,1.62,27.23
Pokémon: The First Movie (1998),"Animation, Children's",136,1.98,23.96
Police Academy (1984),Comedy,413,3.0,27.93
Police Academy 2: Their First Assignment (1985),Comedy,225,2.39,27.29
Police Academy 3: Back in Training (1986),Comedy,196,2.03,26.54
Police Academy 4: Citizens on Patrol (1987),Comedy,174,1.91,26.55
Police Academy 5: Assignment: Miami Beach (1988),Comedy,150,1.77,25.51
Police Academy 6: City Under Siege (1989),Comedy,149,1.66,25.63
Police Story 4: Project S (Chao ji ji hua) (1993),Action,21,2.86,27.57
Polish Wedding (1998),Comedy,65,2.68,28.25
Pollyanna (1960),"Children's, Comedy, Drama",136,3.4,33.15
Poltergeist (1982),"Horror, Thriller",795,3.68,28.7
Poltergeist II: The Other Side (1986),"Horror, Thriller",182,2.42,28.38
Poltergeist III (1988),"Horror, Thriller",112,1.83,26.94
"Pompatus of Love, The (1996)","Comedy, Drama",33,2.67,28.21
Ponette (1996),Drama,73,4.07,32.08
"Pope of Greenwich Village, The (1984)",Action,95,3.74,33.88
Popeye (1980),"Adventure, Comedy, Musical",471,2.59,29.93
Pork Chop Hill (1959),War,107,3.74,42.96
Porky's (1981),Comedy,339,2.73,29.67
Porky's II: The Next Day (1983),Comedy,141,2.04,29.55
Porky's Revenge (1985),Comedy,122,2.04,29.07
"Portrait of a Lady, The (1996)",Drama,43,2.77,29.33
"Poseidon Adventure, The (1972)","Action, Adventure",622,3.45,35.73
Possession (1981),"Drama, Horror",3,1.67,30.67
"Postino, Il (The Postman) (1994)","Drama, Romance",501,4.09,33.71
"Postman Always Rings Twice, The (1981)","Crime, Thriller",155,3.47,36.61
"Postman, The (1997)",Drama,137,2.77,27.72
Pot O' Gold (1941),"Comedy, Musical",7,2.43,37.29
Powder (1995),"Drama, Sci-Fi",624,3.18,27.94
Power 98 (1995),"Action, Mystery, Thriller",6,2.0,27.67
Practical Magic (1998),"Drama, Romance",236,2.98,29.47
Prancer (1989),"Children's, Drama",43,2.86,29.86
"Preacher's Wife, The (1996)",Drama,112,2.97,29.48
Predator (1987),"Action, Sci-Fi, Thriller",1297,3.65,29.01
Predator 2 (1990),"Action, Sci-Fi, Thriller",643,2.87,28.71
Prefontaine (1997),Drama,71,3.1,28.11
"Presidio, The (1988)",Action,251,3.3,33.61
Pretty Woman (1990),"Comedy, Romance",1046,3.64,30.16
Pretty in Pink (1986),"Comedy, Drama, Romance",693,3.37,29.11
"Price Above Rubies, A (1998)",Drama,25,3.36,30.72
Price of Glory (2000),Drama,3,3.0,31.67
Prick Up Your Ears (1987),Drama,77,3.79,32.82
Priest (1994),Drama,143,3.66,30.93
Primal Fear (1996),"Drama, Thriller",485,3.9,28.31
Primary Colors (1998),Drama,353,3.56,30.83
Prince Valiant (1997),Adventure,7,2.57,35.71
"Prince of Egypt, The (1998)","Animation, Musical",579,3.57,25.6
"Prince of Tides, The (1991)","Drama, Romance",321,3.16,33.31
Prince of the City (1981),Drama,57,3.49,39.39
"Princess Bride, The (1987)","Action, Adventure, Comedy, Romance",2318,4.3,28.08
Princess Caraboo (1994),Drama,62,3.24,31.45
"Princess Mononoke, The (Mononoke Hime) (1997)","Action, Adventure, Animation",345,4.15,24.37
Prisoner of the Mountains (Kavkazsky Plennik) (1996),War,14,3.79,35.93
Private Benjamin (1980),Comedy,407,3.19,31.88
Private Parts (1997),"Comedy, Drama",499,3.49,25.85
Private School (1983),Comedy,42,2.57,28.33
Prizzi's Honor (1985),"Comedy, Drama, Romance",545,3.59,36.9
Problem Child (1990),Comedy,160,1.92,23.42
Problem Child 2 (1991),Comedy,99,1.56,21.43
"Producers, The (1968)","Comedy, Musical",658,4.14,34.08
"Professional, The (a.k.a. Leon: The Professional) (1994)","Crime, Drama, Romance, Thriller",923,4.11,27.37
"Program, The (1993)","Action, Drama",152,3.11,24.79
Project Moon Base (1953),Sci-Fi,1,3.0,45.0
Prom Night (1980),Horror,91,2.33,28.77
Prom Night III: The Last Kiss (1989),Horror,15,1.47,33.47
Prom Night IV: Deliver Us From Evil (1992),Horror,16,1.69,33.94
"Promise, The (La Promesse) (1996)",Drama,24,3.88,35.25
"Promise, The (Versprechen, Das) (1994)",Romance,2,2.0,35.0
"Prophecy II, The (1998)",Horror,51,2.55,27.25
"Prophecy, The (1995)",Horror,190,3.22,26.15
"Proposition, The (1998)",Drama,1,2.0,50.0
Psycho (1960),"Horror, Thriller",1263,4.22,30.92
Psycho (1998),"Crime, Horror, Thriller",264,2.65,26.26
Psycho Beach Party (2000),"Comedy, Horror, Thriller",25,2.88,25.28
Psycho II (1983),"Horror, Thriller",164,2.42,29.45
Psycho III (1986),"Horror, Thriller",98,2.05,30.4
Public Access (1993),"Drama, Thriller",7,2.71,26.43
Pulp Fiction (1994),"Crime, Drama",2171,4.28,28.72
Pump Up the Volume (1990),Drama,317,3.49,25.47
Pumpkinhead (1988),Horror,112,2.54,27.71
Puppet Master (1989),"Horror, Sci-Fi, Thriller",157,2.86,28.22
Puppet Master 4 (1993),"Horror, Sci-Fi, Thriller",58,1.86,28.67
Puppet Master 5: The Final Chapter (1994),"Horror, Sci-Fi, Thriller",54,1.69,28.61
Puppet Master II (1990),"Horror, Sci-Fi, Thriller",82,2.21,29.6
Puppet Master III: Toulon's Revenge (1991),"Horror, Sci-Fi, Thriller",92,2.1,29.35
Purple Noon (1960),"Crime, Thriller",25,3.72,33.32
"Purple Rose of Cairo, The (1985)","Comedy, Drama, Romance",479,3.6,33.79
Pushing Hands (1992),Comedy,23,3.91,33.87
Pushing Tin (1999),Comedy,533,3.02,29.66
"Pyromaniac's Love Story, A (1995)","Comedy, Romance",29,2.76,26.97
